Sentiment,Text
pos,"Bukalapak IPO?! Gojek sama Tokopedia merger?! Pada keren-keren amat dah e-commerce di Indonesia sekarang! Haiii semua balik lagi ke topik kajian HI! Setelah 2 thread kemaren, sekarang waktunya ngomongin kajian HI yang akan relevan di masa depan! #lifeatunpar #kelasMIHI"
pos,"Seorang pencuri di Sidoarjo, Jawa Timur mengembalikan sebagian barang yang dicuri kepada pemiliknya melalui layanan aplikasi Gojek - #Kompascom #JernihkanHarapan 

https://t.co/OxHIS2kFMI https://t.co/lUH1MPxOk2"
pos,Karena banyak yang nanya bisa via gojek ga? Iyaa bisa yaa ????
pos,"@bjqwin Iya dan sudah berhasil. Lucunya, dananya berhasil masuk di notif emailnya. Tapi masnya bilang, akun gojek dia dibekukan. Yaudah, prasangka baik aja. Gue pas hubungin masnya sih sudah lampirkan email yg gue terima. Takut dikiria nipu juga yekan. Tapi, yaudah. Ikhlas aja. Wkwk"
neg,@gojekindonesia Akun gojek saya disuruh pasang pin sehabis pesan gofood menggunakan gopay dan nomor yang ketaut di akun gojeknya hilang. Bagaimana cara agar akun gojek saya bisa dibuka lagi? Terima kasih.
neg,@dnfrdll minjem uang karena kurang seribu naik gojek✅
pos,@safetyppins dri daerah bintaro bsa gojek gak sih HAHAHAHA??????
pos,"@bbbbbbugh @bertanyarl td liat di ig utk hari ini, tp blm cek gojek juga si"
pos,@amfinebee nyari pempek di gojek ada
pos,"@YudhaFadilla04 Hai Kak, kami mohon maaf atas ketidaknyamanannya. Agar dapat kami tindak lanjuti, mohon dibantu informasikan nomor dan email kamu yang terdaftar di Gojek beserta detail kendalanya melalui DM ya. Terima kasih^ygb"
neg,"dlu kalo hujan mamang gojek masih mau ambil pesanan gofood, kok skrng pda gamau yaa?"
pos,"@threemvrd @hrdbacot Wkwkwk cuma punya duit 2 jt tp minta di anter jemput naik mobill 2jt : 26 hari = 76.923 PP.. naik gojek aja gak segitu kak.. mana syarat ribet,, mending cari jemputan anak sekolahan sono.. emosi bacanya.."
pos,"Hallo Tomohon
Kini Gojek telah hadir di Kota Tomohon, satu aplikasi untuk segala kebutuhanmu. Download #Goj ##HidupTanpaBatas #GojekTomohon"
pos,"WTS

Voucher/Promo Gojek/Goride/Gocar (Jabodetabek Only)
Payment bisik-bisik di DM ????
FEE PER VOUCHER 2K Only ????

Hit Me at dm for more information (Valid sampai tgl 28Oktober)

#zonauang #WTS #promogojek https://t.co/EbfB3IgeRL"
pos,@_av0caddo Masih akurat gojek ga sii ??
pos,@gojekindonesia min mau tanya e-mail gojek buat keluhan driver yang valid apa ya min? Makasih??
pos,"bertahun-tahun ngebanggain layanan @GrabID, tapi tiba2 di suspend gegara katanya ""aktivasi lebih dari 1 akun & aktivitas mencurigakan""

dikira gw bikin akun buat kriminal apa ya

ini mah auto full pake @gojekindonesia doang akhirnya,
jangan suspend gw jg ya Gojek, wkwkwk... https://t.co/tUl4osnwBv"
pos,jiwa toast promo tp w dh uninstall gojek??
pos,"Selamat!! Tuk Icha dan teman2 nya di Gojek, udah ngejawab Pertanyaan kita di Delta Good Treat!! With @eatmee Dengerin terus 99,2 Delta FM Makassar yaa!! https://t.co/Z17zLso4BH"
neg,"Lagi saya ditipu sopir Gojek. Uang kembalian, main ambil. Katanya mau kembalikan, sampai sekarang tak nongol. Uangnya tak besar, kurang ajarnya yg bikin tersimggung. Semoga gojek memgurus yg beginian."
neg,"@jaemcityx Sekian purnama g pernah ad yg nyantollll..... Insya Allah disegerakan big win, buat tambahan modal jualan sama buat bikin SIM suami biar bisa daftar gojek makji"
pos,"@kezceyeoll malezzz keluar, gojek aja"
neg,@gojekindonesia Y mantap betul sistem yg dibuat gojek favorit akun prioritas rakus Cepu tolol dan member bangsat y maaf dibayar berapa itu gojek tolol saya ikut Dono ga adil banget semua yg bayar gaji yg digacorin 3 akun itu yg lain kalian anggap apa buah ngemis gopay terus y ????????????
pos,Gojek menanti indonesia banget ???? https://t.co/LHZD13ohzl
neg,@kttndst_ @FWBESS Helm gojek bau
neg,@gojekindonesia Jantung Mimin copot alhamdulilah mati juga saya syukuri apalagi itu gojek yg ga sadar diri mati saya syukuri semoga mati dalam keadaaan kafir zalim dan masuk neraka amin karena mereka senang2 diatasi penderitaan mitranya amin????????????????????
pos,"RT @snowangja: Xie Lian: aku kalo jalan sama Hua Cheng selalu split bills

Xie Lian: aku bayarin gojek, dia bayarin biaya hidupku setahun"
pos,@djaycoholyc @WatchmenID Njir dishub sama gojek
neg,"watch me change my gojek name to ganyu, kata bapaknya tadi nama w susah dan belibet #sad"
pos,@moonareas Udh nyobain promo starbucks yg di gojek belum?
pos,"@kalogedejdapa Pasar senen itu udh jakarta, jakarta pusat

Nanti tinggal pesen grab/taksi aja ke hotel kamu

*kalo pesen grab/gojek agak jauhan dari kawasan stasiun, soalnya terakhir grab/gojek gaboleh pick up di deket stasiun"
pos,gmn cara pake promo gojek yg diskonnya smpe 85rb plss info
neg,@gojekindonesia Warga Indonesia mau tau kesejahteraan mitra gojek gmn wow sangat ga perhatian sama sekali sama mitranya ko bisa y bisa ni buktinya saya yg mitra gojek dari pagi sampai sore 4 trip dan ga dianggap mitra sama sekali kan yg dianggap mitra akun prioritas Cepu member bangsat ??????
pos,Gojek lagi bakar duit https://t.co/wfP5t5MCEC
pos,RT @agusAditya_: @gembrit Diskon 60ribu di gojek. https://t.co/URtQJpiGPf
pos,promo gojek msh ada gk ya
pos,@gembrit Diskon 60ribu di gojek. https://t.co/URtQJpiGPf
neg,kaum ngk mau rugi ya~ smpe embel2 pembayaran gojek di komen HAHA dri biaya bungkus smpe jasa aplikasi~ ???? pdhl udh promo item dn ongkirnya~ ?? https://t.co/XEWPqRQ3ys
neg,Gojek gw gk bisa dibuka anjr niat mau jajan tdi??
pos,Gojek banyak promonyaaaa
pos,Mungkin ini saatnya untuk pindah hati ke Gojek. Akun gr** tiba-tiba kena suspend??
pos,@notttyourtype Lah iya kakkk kwkwkkw kok gojek ya????????
pos,"ga, tp dulu waktu aku SMA jd panitia event gitu aku buru buru karena udh mau mulai gitu acaranya. naik gojek pas udh sampe aku langsung lari ga sadar kalo masih pake helm gojeknya. mas mas gojeknya sampe ngejar aku masuk ke gedungnya karena aku ga denger pas dipanggil T___T https://t.co/4p9fyue6De"
pos,Ini seriusan Gojek? https://t.co/P0bZZ6ExPe
pos,bahagia itu sederhana... dapat promo dari gojek misalnya https://t.co/44UXj55fIZ https://t.co/YMrQLsyaCb
pos,makasih gojek karna selalu menyejahterakan anak kos https://t.co/e6cQrxDIRg
pos,@veraalamie @Imadamuha Besok mo nyobain jadi gojek shopi wkwk
pos,@INABadminton Itu kenapa Siti Sarah dipanggilnya Gojek? ??
pos,RT @chogiwabois: 23. gojek https://t.co/nBSaUt8GKv
pos,@zahrinawt NGAKAK BGT KOK GOJEK SIH ??????????
pos,Eh beneran gojek tu? https://t.co/mSj9zSIFC6
pos,"Xie Lian: aku kalo jalan sama Hua Cheng selalu split bills

Xie Lian: aku bayarin gojek, dia bayarin biaya hidupku setahun"
pos,@INABadminton Gojek: dadah??
pos,"@amianggo @watdanis @itstikakid @ikacaaans @AREAJULID Soalnya cuma scan doang sih kak, jadi cuma masukin nik trs udah deh.
Lewat apk gojek, shopee, grab juga bisa buat scan masuk mall ??"
pos,"@convomf Iyaa gratiss, love gojek"
pos,"@schadds YAKALI, abang gojek??"
pos,"Sore ini, nambah lagi koleksi obat kita, metronidazole 500mg, gpp ya, biar terus bisa sembuh, Obat aje terus makanin obat, makan nasi kagak. Eh iya, terimakasih buat kakak @Humic19 atas refrensi nya, langsung pesen gojek dan beli, pas dibilang ini udah berurusan dengan nyawa. https://t.co/npJGCLZzbV"
pos,"@INABadminton itu kok ada yg dipanggil gojek si? ??
heey anda @gojekindonesia gamau jadi sponsor"
neg,@sisrisetiaw mengsedih disini belom ada gojek
pos,@_rifkyyopan Voucher dari gojek 75% digabung sama promo dari restonyaa kak.
pos,gojek ?? https://t.co/eGbwcf42us
pos,"pengen gofood tapi kasian sama amang gojek nya, soalnya lagi ujan gede ??"
pos,"@FOODFESS2 Di Gojek, ✨GoPay✨ kamu sebaiknya penuh biar kepotong diskon lalala....

Aku pernah beli Dominos harga 120-150k gitu. Gara2 aku saldo GoPayku lebih dr itu, kepotong diskon smp 80k aja"
pos,@FOODFESS2 Ayo download gojek https://t.co/tcronJBGuU
neg,lah lu jg la anjg kan udah ada gojek gausah minta ANTERIN BALIK SETAN https://t.co/130k2Ey8nn
neg,@whippedpoo SUMPAH JANGAN DI GOJEK MAKANY KL CHATTAB
pos,"@INABadminton Okee gojek yee, ngakak banget hahaha"
pos,Ada yang kirimin kebab via gojek sama anon?? https://t.co/3N2PQHghDr
pos,Jangan lupa sambungin akun tokped ke gojek ?? https://t.co/PvkQRWQd2O
pos,"Need verif gojek sekali

#zonajajan #zonauang #zonaBU #zonauang️ #zonacuan #zonaba"
pos,@99XDR_ ganti pke gojek dong
pos,@weggevend buat beli jiwatoast di gojek??
pos,@naswrdn Nunggu BRT ini lama ga si kak.. Waktu ke Jogja 4-5 tahun lalu nunggu Transjogja hampir 30 menit akhirnya nge gojek wqwq.. Trans Semarang juga pernah tp krn dari stasiun Tawang jd lgsg ada..
pos,tadinya tiap hari sarapan shopeefood sampe tiba2 gojek bikin beginian *anak undian ahahaha https://t.co/TlpFwVjPp9
neg,"@convomfs gojek lagi error, ya? aku lagi cari makanan manis kok gaada kamu"
pos,"Enak banget gacoan tuh yaalah kenapa ya.... ternyata enakan mie setannya ???? udah rambutan enak bgt sih asli, mana murah pula ???? gacoan sangat anak kost friendly, terimakasih promo gojek aku jadi bisa jajan ???????? BTW MET MAM SIANG TEMAN2 SEMUA ???? jgn lupa mam siang???? https://t.co/FS3PWrLF44"
neg,"@gojekindonesia Ya Alloh tolong sadarkan it
gojek yg goblok bego dan tolol plus bloon sadarkan berikan semua penyakit karena saya ga rela gaji mereka tiap bulan karena mereka biadab semua ga ada hati dan goblok pula amin ??????????????????????????????????????????????"
pos,"@ilywoojun di deket rumahku mei, cari aja di gojek mie ayam brutal"
pos,@rutocibubur udah slesai makan tdi jdinya bli sndiri kga pke gojek
pos,@FOOD_FESS Di tempatku ga ada woy. Maksdnya di gojek https://t.co/mIF9dgPmuA
pos,@dipadipret dipaa tadi di tiktok lewat toast janjiw + apa gituuu cuman 20k di gojek
pos,"@CakSabri1 @fathanqibow @7FriendsBTS @sylvkartika @Just17Ken Aku tinggal d Jkt, kerja jg d jkt, lbh milih tinggal d apartemen. Biayanya (listrik, air, maintenance per bln) justru lbh murah drpd jd commuter naik KRL rmh-kantor tiap hari, blom lg nymbung pake gojek k kantor. Pgn beli rmh tapak, tp ga kuat jaraknya yg jauh dr tmpat kerja ??"
pos,Hallo ada yang tau help center gojek? Sfu #zonauang
pos,"Gunain KTP dengan cara yang bener:

Orang lain: Cuma simpen di dompet biar gak rusak ❌
Gue: Daftar gojek paylater biar bisa atur keuangan ✅"
pos,"guis croffle nya xibobi enakkk, asin2 campur manis dr sausnya, tjinta bgt sm gojek, discountnya mantull ??✨❤️‍?? https://t.co/b2DsZAy0U8"
pos,@Eiffelust emang gojek ada apaan sih?
pos,"Gw baru inget. Mungkin buah gratis  yg gw dapetin dri bpk itu merupakan balasan sedekah gw dua hari yang lalu. Jadi pas itu gw pesan gojek nah lama bngt gw nunggu gojeknya, hmpir setengah jam deh gw nunggu, kepala udh pusing bgt terus juga malem2. Pas udh dpet gojeknya gw lgsg"
neg,"BONTANG GAK ADA GOJEK, AKU IRI ORANG² PADA PAMER JIWA TOAST ??????????????????????"
pos,Senang bisa ngobrol ama abang gojek lagi. Dulu pulang kantor dari blok m sering begini ??
pos,@Dickypowerfull @gojekindonesia Ya mau gimana lagi juga yakan? Sistem gojek nya juga membebaskan penumpang untuk memberi nilai sesuka mereka juga ??
neg,liat menfess ini lgsg pesen di gojek taunya gabisa katanya restonya ga nerima pesenan krn lagi banyak?????????????????????? https://t.co/fmaqtU9PNR
pos,@SFT00SAERON ... Dia gojek bukan dukun ...
pos,"RT @lambe_ojol: Ayoo ikutan ges, sapa tau menang ya khaaan ????

Yang mau ikutan, jangan lupa submit ke https://t.co/7fHgsv8mAG ya. Info lebi…"
pos,"@ndagels dari domisili ke kantor PP itu sekitar 30km
taruhlah sebulan cm kerja 20 hari 

30km x 20 hari = 600km

konsumsi bensin 1 liter = 20km
600 / 20 = 30 liter
30 x pertamax 9000 = 270.000

2.000.000 - 270.000 = 1.730.000
1.730.000 / 600km = Rp. 2.883 / km

lah sama kek naik gojek ??"
pos,mau cv dari shopee ke gojek #zonauang
pos,@fasyalmair @dzafardhan Abang gojek
pos,@mithulucu @cinema21 Naik KRL murah. Lnjt gojek
pos,Mitra dan Costumer Gojek Di Surabaya Rasakan Manfaat  Ambulance Go-Jek  - https://t.co/ZY3I8a86jh
pos,"@pcrpjh WKWKWK coba cek gojek, lg promo tadi"
pos,"@12dian Pake akun gojek, liat2 aja restonya, biasanya ada promo dr restonya sama suka dpt vocer dr gojeknya. Misal harga normal 80 trs dpt potongan 60k brrti hrs punya saldo diatas 80, nanti motong sendiri. Kalo ngepas gak bisaa"
neg,@bankmandiri Top up gopay dr td mlm msh blm masuk... Sdh konfirmasi k pihak gojek dan diinfokan dana tdk masuk k gojek dan disarankan lapor k bank Mandiri.. Sudah kirim email k mandiri care tp msh blm ada jawaban...
pos,"KENAPA GW NGOMONGIN MAKANAN, ya gapapa mana tau ada yg butuh saran mesen apa kan di grabfood/gojek gw bisa lampirkan beberapa item yang gw suka dan turn off"
pos,"#HumorPapahDanAnak

Pah ayuk menanam

Menanam apa nak

Menanam ayam pah

Ayam gak bisa ditanam nak

Bisa pah pake gojek tanamnya 

Itu bukan menanam nak tapi pesanan

Menanam am pesan bedanya apa pah kan sama"" membuat pah ??

Oia cerdas sekali kmu nak ??"
pos,"@PacareTawan Klo di gojek 28rb, cuka ada voucher sama gratis ongkir tinggal 24rb. TAPI WORTH TO BUY SOALNYA GEDE BANGET ???? puas."
neg,@helloseokjinssi IYAAAA PEMUTIHAN 3 BULAN FAKK gue nangis” di depan kedutaan kr ampe didoain abang gojek
pos,"@Idle_Mystic @irinecrrm @HendrickBarlian @RichartaJaya @Mrzall2 Bantu Likenya dong ??

Thanks yang udah bantuin ??

Lagi Sebar Duit lewat DANA Kaget nih! Cuma buat kamu yang paling gesit, sikat sekarang https://t.co/YkPWs9jt1e

#DanaKaget #Dana #Gopay #Ovo #Gojek #NFT #Polygon #BNB #BTC #Airdrops"
neg,@FOODFESS2 @gojekindonesia GOJEK KENAPA AKU GAPERNAH DAPET SEMURAH INI?? DM DAN MENTIONKU JUGA GAPERNAH DIBALES?! @gojekindonesia
neg,"@FOODFESS2 @gojekindonesia Teu pajam da urang mah, naha akun gojek batur mah loba promo:(("
neg,"Asw, selak luwe

Mau dicancel gabisa. Malah barusan drivernya tlp, ""nama restonya apa?""

Apa di apk gojek mereka ga kebaca po? Apa bisa kegeser? https://t.co/vlW3QEmYY1"
neg,@Bravenclaws TAPI DI GOJEK GUE GAADA MAR.. ini pesen caramel latte kok.. manis buanget padahal dulu masih kerasa paitnya
pos,Sebenernya hari ini ada diskonan gojek lagi yg 10ribuan. Tapi udh kenyang ??
pos,@auliaaaard kan ada gojek
neg,GOJEK GUE KNP KEK GINI AJGGGG https://t.co/vwOYPcxzhL
neg,"gojek aing error dah, tiap mau trf balik kemenu mulu ????"
pos,diskon gojek lagi ga main” ??masa 2 box croffle sm 1 minuman xiboba cm 24k ?? https://t.co/HVFwOqC7WW
pos,"@collegemenfess karena temen temennya pada diluar kota biasanya beli sendiri sendiri ke gojek, terus kadonya di tf ke satu orang sih"
pos,@prektung @nksthi Ampun bang gojek ??
pos,@Sir_Megat Grab tu macam melampau sangat..tapi kalau ada grab moto or gojek..ok jer..hahaha
pos,"Dah lama ga pake rok. Sekalinya pake lagi nyenengin, ribetnya pas naik gojek aja"
pos,"@FerryAbd @gopayindonesia Hai kak Ferry, kejadian yg kamu tanyakan tdk termasuk dlm Jaminan Saldo GoPay. Yg termsk adlh saldo yg hilang krn akun diambil paksa atau kehilangan perangkat selular. Info selengkapnya di https://t.co/QGfBTzhGoO .^feb"
pos,"Kok tibatiba bapak gw ga wa ya kalo suruh gojek
Langsung aja gitu dateng ngasih duit 
20rb buat gojek"
pos,"tadi tuh dia nungguin gojek gue datenggg. 

duh anjirrrrr td tuh GUE KURANG JAGO BERCAKAP CAKAP PLS DEH ????????"
pos,"gojek merger sama tokopedia ini memudahkan hidup sekali

bye ovo"
pos,"@glitteryswan Hahaa gw pernah udah ambil terus ga abis kena charge, akhirnya minta mbaknya bakarin terus gw kasih ke abang gojek yg anterin gw balik wkwkwkk"
pos,"@Humic19 Metronidazole 500mg, oke noted, sekarang aje deh, gojek pesen gojek, kelamaan nunggu Dina Marlita, bismillah ya kak. Aku coba beli."
pos,"@AufaChelsea Aku juga nangis, mana kejebak di kantor gabisa apa apa cuma nungguin kabar gojek :"")"
neg,"@noviafiskhaa hahay ?? aamiin...
Spill voucher, kenapa eh kenapa gojek / pun grabku ga pernah ada discounnya ? ??"
pos,"Mendung terus, semoga abang gojek ak ga kenapa"" ya ??"
neg,@convomf anjir tadi gua make gojek kenapa gadapet promo yaa????
pos,"@humairavibes eden sureden siapa anyingg, dpt bintang lima udh kek gojek aja gua"
pos,Gmna si biar bisa daprt banyak promo di gojek.
pos,@jaemow klo langsung brpa deh? soalnya gua liat di gojek 97k
pos,Ngerasa aja kalau renjun gojek ada yg jual 120-150k itu sebuah keajaiban dunia ??
neg,"Drtd foodbase byk bgt yg ngirim mnfss promo gofood, ko gua gd y?!?pilih kasi nih gojek"
pos,kecuali klo dia bnr bnr dari rumah trs dianter ortu itu msh gpp ke kamar soalny bersiihh kannn trs dianter juga ga naik gojek atau apapun itu
pos,@myxiaoo mahal di gojek sbnrnya tp kalo ada prmo kdg jd murah
pos,@jaemcityx Lagi pesen geprek hihi finally setelah sejam scroll gojek wkwkw
pos,"976. Finet 50gb

t. wtt convert tukar pulsa indosat isat im3 ke bank bni bca mandiri bri bsi dana spay shopeepay gopay ovo gojek link aja kuota paket data gift murah trusted 50gb youtube https://t.co/X3WSSH6SQx"
pos,"972. Finet 50gb
973. Finet 50gb
974. Finet 21gb
975. Finet 50gb

t. wtt convert tukar pulsa indosat isat im3 ke bank bni bca mandiri bri bsi dana spay shopeepay gopay ovo gojek link aja kuota paket data gift murah trusted 50gb youtube https://t.co/UhhVaGvmM5"
pos,"968. Finet 50gb
969. Finet 50gb
970. Finet 50gb
971. Cv isat ke bca

t. wtt convert tukar pulsa indosat isat im3 ke bank bni bca mandiri bri bsi dana spay shopeepay gopay ovo gojek link aja kuota paket data gift murah trusted 50gb youtube https://t.co/jUCOQGFsR7"
pos,lg takeaway kopi ada abang gojek bilang “bang ini customer request tulisin: maafin aku ya” uda mo keselek eh ditambahin sama obrolan mereka “iya udah dimaapin” “lah bukan abang” “minta maap pake duit gitu pake rumah lah ini kopi”
neg,Lagi make hp adek gue mau ngecek gojek eh liat bar notifnya trus dibuka isinya begini:') lagi di masa2 ngebucin:') https://t.co/zQnMFv7ncm
neg,@RacunBelanja Min gak ada promo gojek/grab motor ????
neg,@gulamanisssx astaga habiskah dah? hanyar handak membuka gojek??
pos,"When me BM

???? Pen lotis
????Nyidam????

Tiba-tiba
Gojek : pesanan atas nama intan"
neg,sial gaada gojek di btg???? https://t.co/vjREzURuGN
neg,@MarkeddLee bang gojek nya lemot
pos,Oyi rekomen makanan nd grab ato gojek seng ngewareki rek
pos,"gojek rajin rajin kasi promo gini lah, w kan jdi rajin jajan??"
neg,ada apa dgn gojek anjr biasa 30rb jd 60rb gocar???
neg,Ak capek buka app gojek mau pizza apa rujak ??
pos,"@imxoyjoy @FOODFESS2 Tdi ada promo nganggur kak, 75% masa aktif  sampe tanggal 24. Dan dpt graris ongkir jg, aku aslinya gatau cara² dptin promo² kek org². Gatau tadi liat ada promo itu??maaf klw tdk membantu. Coba liat di bagian promo kak. Aku makek gojek"
neg,kepikiran pengen makan baso aci akang tapi di gojek outlet nya jauh2 ??
pos,"@agrn_21 gojek adanya, kamu check di twit aku yg terbaru,"
pos,@jonginisjace @piythetic @TR_EXOSH Jace favorit bapak gojek ye soalnya langganan goput
pos,"@cupkeikcute @amarylisbluee @bertanyarl HAHAHAH bukan, yg ada gibahin bang gojek ke temen"
pos,@colorpain6 @alwaysyudhis Gojek ndan
pos,Akun gojek orang kenapa wangi wangi ya
pos,@GrabID promonya bisa digabungin plis kek di gojek
pos,"aku tadi tatap muka tapi lupa bawa hp???????? jadi bosen banget????????
tadi juga bingung gimana mau pulang nya?? aku minjem hp temen kelas ku buat pesen gojek??"
pos,@anotheresha @amarylisbluee @bertanyarl keseringan chatting sama bang gojek ni keknya
pos,RT @gopayindonesia: Bayar YouTube Premium pakai GoPay gratis trial 1 bulan & ada cashback 20rb di bulan kedua! S&K berlaku: https://t.co/tA…
pos,Jalanin dulu aja kalo cape baru pesen gojek
pos,"963. Cv isat ke bca
964. Cv isat ke bca
965. Finet 50gb
967. Finet 50gb

t. wtt convert tukar pulsa indosat isat im3 ke bank bni bca mandiri bri bsi dana spay shopeepay gopay ovo gojek link aja kuota paket data gift murah trusted 50gb youtube https://t.co/lNrhEBkMIS"
pos,"959. Finet 50gb
960. Cv isat ke bca
961. Cv isat ke bca
962. Finet 50gb

t. wtt convert tukar pulsa indosat isat im3 ke bank bni bca mandiri bri bsi dana spay shopeepay gopay ovo gojek link aja kuota paket data gift murah trusted 50gb youtube https://t.co/B7rcLnbIOb"
pos,Yang punya gojek boleh dong kode referral nyaa
pos,@convomf eh kalo gasalah ada gitu yang bisa pake paspor??? antara dana sama gojek aku lupa?? tapi buat wna sih kurang tau kita bisa atau engga
neg,@fritzie__ Daerah ku juga belum ada gojek nih
neg,"@jaemcityx Ini daritadi scroll gojek tapi bingung mau makan apa, pengen hokben tp gada promo"
pos,@rjthings_ pdhl dlu w blng gojek pelit vocer maaf
pos,@jiayu1leeknyou DI GOJEK AJA SIE KATA GUE MAH YA
pos,Driver grab/gojek/shopeefood yg ga minta uang parkir dikasih tip.
pos,Jum'at berkah dpt promoan gojek 20K hamdallah?? https://t.co/zw4rket2CC
neg,Lagi pesen makanan deket rumah via gojek tp drivernya dari seberang sana gimana ceritanya ??
pos,"RT @melucees: sunric ft yeonbin 
two tweets au.

gojek porno.
frontal ?? https://t.co/6Gm1Gc3Qo2"
pos,"Pokoknya gojek, grab yang belum apa2 minta parkir bintang 4 aja ya. Apalagi sebelumnya order ga ada parkirnya"
neg,@rjcollect wtf w pkai gojek lbih mahal tks
neg,@rjcollect KOK GOJEK LO BEDA SM GOJEK GUE WAHHH
pos,[askrl] guys klo di app gojek terkhusus di gofud itu ada hari tertentu dapetin vcr murah ga? Kalo syopi kan pas bulanan sama mantul sale gituuu
pos,@hyutnji hai kang gojek ??
pos,@rjcollect gojek & grab best boy w liat shopeefood pusing tp gakpapa
pos,"@FOODFESS2 Syg bgt Ama gojek, promonya gak main2???? https://t.co/T78NEFhmZb"
neg,@convomf kakel gue minjem gojek gue yg semulanya dri 11 rebu jadi 2 rebu doang wkwkw
pos,gojek best boy tks w skrg mau pke gojek aj ?? https://t.co/LzKoWvUQCO
neg,@FOOD_FESS Udh uninstall gojek ??
pos,@oshxjung w co di gojek
pos,@jaemcityx Belum Makji masih gojek di glodok....
pos,"@menoNao muehehe mari memotong rumput bersamaku.
btw itu tadi belinya nitip Abang gojek (tetap bukan aku yang keluar rumah muehehe)"
neg,@chaniebng Aku gapaham pake gojek nentuin alamatnya susah bgt
pos,@saIwauI Pake gojek biar nyampe
pos,@mozaowen Lah beli di apotek aja laa suruh gojek beliii atau minimarket adaa
pos,"aduh anjir gue lg di gojek sambil nangisin sebong?? gue kek puas bgt sama cb kali ini sumpaaahhhh, dari lagu, konsep mv, persiapan cb, dll tu puaaassss bgtttt sumpahh??????"
pos,@RacunBelanja @bipolarsunset__ pantas banyak tukang gojek semalam
pos,@fritzie__ Ga ada gojek dom mu?
pos,"dah brani naek gojek nih, rumahmu mau kusamperin ga?"
neg,"Kapan ya gojek nyampe rumah gw:(
Pen boba sama donat:(("
pos,@BajigurKota @hakimsrg Ini lbh murah lg.. minta naik gojek rasa bluebird.. cckckck.. yg pny mobil tekor kesohor.. mending rebahan sebulan .. lbh irit dibanding kerja gituan ??
pos,@hyutnji NJRIT KIRAIN IKLAN GOJEK.
pos,@hyutnji GOJEK BANG????
pos,"Anjirr, ducati buat gojek ?? https://t.co/SMBXKgllpK"
pos,"@Askrlfess Enak gojek sih kalo aku,tinggal pilih lokasi tujuannya aja"
pos,@Oktafiansah75 Bg sekarang daptar gojek syarat nya apa bg...
pos,"asli dah. gojek, grab sama shopee gak bakal ku uninst dan selalu kuisi saldo apapun yg terjadi ??❤"
neg,guys.. ?? kedua kali bawa helm grab kedalem rumah kmrin gojek skrg grab knp gantiannnn gueee maluu ????
pos,@hotheadedd tandanya lo hrs panas panasan pake gojek
pos,"Bayar apa aja dengan #Gopay, Segampang Itu Gopay Download #Gojek sekarang, nikmati #HidupTanpaBatas bersama #GojekTomohon"
pos,"@padangmenfess Bukan Stasiun Basko sih, lebih tepatnya Stasiun Air Tawar.

Ntar turun di ATR (singkatan stasiun tsb) abis itu naik angkot atau gak gojek gitu"
neg,"PU malah belum kena crash. bingung sama alasan crash beberapa aplikasi sehari-hari macam Apple Music, Spotify, PokemonGO, oh ya.. aplikasi GoJek pun pernah crash di tengah-tengah pas transaksi nunggu driver dan chat berjalan. bahkan saat ikut event Borobudur 21K Virtual, aplikasi"
pos,"TWITTER PLEASE DO YOUR MAGIC

buat temen² yg di Surabaya - Sidoarjo beberapa hari ini aku nemu kayak semacam usaha cafe kecil² an, sumpa rasa kopinya enakk banget! (cuma untuk dine in gojek & grab). tapi sayangnya masi sepi karna baru, bantu viral in ya, thank you! https://t.co/9r1uuAmJql"
pos,"@sunoofoxies ini baru mesen pake gojek, hbu udh makann?"
pos,"@FOODFESS2 Emgg seneng bgtt ak pake promo gojek ini tp kendalanya cuma 1, ak ngekos sendiriann makannya byk bgttt. Tpi untung ada kakakk dikosan bisa dikasihh atauga ak simpen smpe besok ????"
pos,bokap habis download gojek be like https://t.co/Kj05493BeE
pos,@cikingowreng gapapa nnti minta jemput gojek
pos,"@padangmenfess turun di basko, abis tu gojek ka itp."
pos,"12.52 #BeritaSONORA - Pandemi mendorong ekosistem usaha secara digital terus tumbuh. Kontribusi ekosistem Gojek terhadap perekonomian nasional tahun 2021 diperkirakan Rp 249 triliun atau naik 60 persen dibandingkan dengan tahun lalu. #Ekonomi #AdadiKompas
https://t.co/UGaa0tD586"
neg,@FOODFESS2 knp akun gojek org² wangy bener si lah punyaku bangke??
neg,Gojek tanggung bet ngebuang dimari... cus lah bogor???? https://t.co/Xqos5tPjvI
pos,@dckzhongli DI DC PFESS YA?? PERNAH TPI DLU YG AVA ZHONGLI GOJEK ADA 3 ??
pos,Gojek tau aja kalo dompet gw ususbuntu jadi g bisa pake shopeepaylater
neg,Kok gojek orang orang wangi yah ?? https://t.co/bbvoP5GR6b
pos,"Benar kan yg pernah kita bicarakan beberapa hari lalu, pak ordal @zimbabwedriver 

Konsumen Gojek Disebut Loyal Meski Tak Ada Promo
Klik untuk baca: https://t.co/kb2Ex9oUQt"
neg,"Td pagi heran, mn uda telat,jd buru². Abg gojek manggilin berkali-kali, kak kak kak. 
Heran,langsung balik tanya kenapa bang?
Abangnya jawab: Helemnya kak,masi kakak pake.
Ya Allah aing pura² tenang. ""Oh iya bang,helemnya masi lengket. Maaf ya bang ??
Malunya"
